Order Priority,Discount offered,Unit Price,Freight Expenses,Freight Mode,Segment,Product Type,Product Sub-Category,Product Container,State,City,Region,Country,Order Date,Ship Date,Profit,QtyOrdered,Sales
High,0.0100,18.94,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Morena,West,India,04-07-2011,05-07-2011,27.17,2,39.38
High,0.0900,2.98,2.03,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Tikamgarh,West,India,04-07-2011,06-07-2011,-31.22,10,29.63
Medium,0.0500,71.37,69.00,Regular Air,Personel Usage,Preserved Food,Jams,Large Box,Madhya Pradesh,Rewa,West,India,09-07-2011,09-07-2011,-1730.30,47,2819.81
High,0.0900,39.98,9.20,Express Air,Personel Usage,Preserved Food,Marmalade,Wrap Bag,Maharashtra,Nandurbar,West,India,09-07-2011,11-07-2011,154.16,11,409.73
Medium,0.0600,17.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Sultanpur,North,India,16-07-2011,17-07-2011,-0.90,3,52.42
High,0.0500,4.37,5.15,Regular Air,Restaurant Chain,Processed Meat,Jelly Fish,Small Box,Rajasthan,Jaipur,West,India,17-07-2011,19-07-2011,-145.10,13,58.26
High,0.0600,19.84,4.10,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Jaipur,West,India,17-07-2011,19-07-2011,106.84,8,154.84
Medium,0.0200,15.98,4.00,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Punjab,Hoshiarpur,West,India,18-07-2011,18-07-2011,31.49,14,227.04
Medium,0.0100,243.98,62.94,Delivery Truck,Restaurant Chain,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Latur,West,India,18-07-2011,19-07-2011,-7.49,1,277.84
High,0.0100,2.62,0.80,Express Air,Restaurant Chain,Processed Meat,Tuna,Wrap Bag,Orissa,Bhadrak,East,India,19-07-2011,20-07-2011,-117.79,14,38.95
Not Specified,0.0600,125.99,8.08,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Orissa,Bhadrak,East,India,19-07-2011,20-07-2011,-375.70,3,308.04
Not Specified,0.0800,205.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Orissa,Jajapur,East,India,19-07-2011,21-07-2011,288.34,2,347.94
Critical,0.0200,120.98,30.00,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,23-07-2011,24-07-2011,-64.14,14,1711.44
High,0.0001,80.98,4.50,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Maharashtra,Kalyan,West,India,23-07-2011,25-07-2011,157.45,3,252.66
Low,0.0400,115.99,2.50,Express Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Bihar,Hajipur,North,India,23-07-2011,30-07-2011,-43.25,4,390.41
High,0.0400,5.98,7.50,Express Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghaziabad,North,India,24-07-2011,26-07-2011,-193.48,58,354.40
High,0.1000,7.10,6.05,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,24-07-2011,24-07-2011,-54.67,25,180.79
Medium,0.0700,284.98,69.55,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,24-07-2011,25-07-2011,-113.08,16,4410.92
Medium,0.0300,107.53,5.81,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,Madhya Pradesh,Rewa,West,India,24-07-2011,25-07-2011,1759.72,54,5941.63
High,0.1000,7.10,6.05,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Tamil Nadu,Perambalur,South,India,24-07-2011,24-07-2011,-54.67,6,43.39
Medium,0.0700,284.98,69.55,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Tamil Nadu,Perambalur,South,India,24-07-2011,25-07-2011,-113.08,4,1102.73
Medium,0.0300,107.53,5.81,Express Air,Hotels / Hospitals,Preserved Food,Marmalade,Medium Box,Tamil Nadu,Perambalur,South,India,24-07-2011,25-07-2011,1062.89,14,1540.42
High,0.0800,7.28,5.47,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Maharashtra,Baramati,West,India,25-07-2011,27-07-2011,-28.13,5,36.10
High,0.0400,26.38,5.86,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Madhya Pradesh,Rewa,West,India,26-07-2011,27-07-2011,479.62,56,1538.63
High,0.0001,3.26,1.86,Regular Air,Stand Alone Restaurants,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,26-07-2011,28-07-2011,2.36,37,128.87
High,0.0200,9.27,4.39,Regular Air,Hotels / Hospitals,Processed Meat,Smoked Salmon,Wrap Bag,Tamil Nadu,Theni,South,India,26-07-2011,27-07-2011,12.97,5,50.07
High,0.0900,3.98,5.26,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Rajasthan,Ganganagar,West,India,26-07-2011,02-08-2011,-122.67,10,37.81
High,0.1000,5.84,0.83,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Ganganagar,West,India,26-07-2011,02-08-2011,27.09,7,39.26
High,0.0800,1.82,0.83,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Uttar Pradesh,Chandauli,North,India,27-07-2011,28-07-2011,-8.95,13,22.67
Low,0.0900,53.98,5.50,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Bihar,Jamui,North,India,28-07-2011,01-08-2011,-64.25,4,200.29
High,0.0300,2.98,2.03,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Bihar,Jamui,North,India,28-07-2011,30-07-2011,87.74,2,6.82
High,0.0300,2.20,1.20,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Karnataka,Bidar,South,India,29-07-2011,31-07-2011,4.48,14,32.02
High,0.0300,35.89,14.72,Regular Air,Personel Usage,Processed Meat,Caviar,Small Box,Rajasthan,Pali,West,India,31-07-2011,31-07-2011,114.60,12,434.60
High,0.0100,4.54,5.83,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Andhra Pradesh,Vijayawada,South,India,03-08-2011,04-08-2011,-39.83,10,48.50
High,0.0800,14.42,6.75,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Medium Box,Madhya Pradesh,Rewa,West,India,04-08-2011,06-08-2011,-54.34,81,1108.22
Critical,0.0800,100.89,42.00,Delivery Truck,Personel Usage,Preserved Food,Sundried Tomatoes,Jumbo Drum,Madhya Pradesh,Rewa,West,India,04-08-2011,05-08-2011,-62.19,2,284.48
High,0.0900,1.82,1.00,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Bharuch,West,India,04-08-2011,05-08-2011,1136.48,16,29.06
High,0.0200,120.98,9.07,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Uttar Pradesh,Pilibhit,North,India,04-08-2011,04-08-2011,214.34,6,718.47
Critical,0.1000,100.98,57.38,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,Uttar Pradesh,Pilibhit,North,India,04-08-2011,06-08-2011,5273.29,6,602.60
High,0.0900,59.76,9.71,Regular Air,Restaurant Chain,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Pilibhit,North,India,04-08-2011,05-08-2011,271.82,14,826.78
Not Specified,0.0001,35.99,1.25,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Tamil Nadu,Coimbatore,South,India,04-08-2011,06-08-2011,-139.93,20,624.07
High,0.1000,14.48,6.46,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,06-08-2011,09-08-2011,28.55,43,626.46
Critical,0.0300,102.30,21.26,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Madhya Pradesh,Rewa,West,India,06-08-2011,08-08-2011,855.14,83,8686.35
High,0.0700,5.98,10.39,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Kerala,Trivandrum,South,India,06-08-2011,10-08-2011,-258.44,1,11.04
High,0.1000,14.48,6.46,Express Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sheohar,North,India,06-08-2011,09-08-2011,42.26,11,160.26
Critical,0.0300,102.30,21.26,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Large Box,Bihar,Sheohar,North,India,06-08-2011,08-08-2011,1265.61,21,2197.75
High,0.0800,6.68,5.20,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Assam,Barpeta,East,India,07-08-2011,07-08-2011,-12.23,5,34.13
Not Specified,0.0200,20.28,6.68,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Jammu And Kashmir,Srinagar,North,India,07-08-2011,08-08-2011,563.80,22,475.21
High,0.0001,40.98,5.33,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Haryana,Rohtak,North,India,08-08-2011,09-08-2011,546.21,18,791.61
Not Specified,0.0500,85.99,2.79,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Karnataka,Raichur,South,India,09-08-2011,09-08-2011,690.88,14,1001.28
High,0.0600,22.99,8.99,Regular Air,Hotels / Hospitals,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghaziabad,North,India,10-08-2011,12-08-2011,-14.31,68,1559.08
High,0.0300,35.44,7.50,Express Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Gujarat,Rajkot,West,India,12-08-2011,13-08-2011,5351.24,7,254.42
High,0.1000,3.28,3.97,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Gujarat,Rajkot,West,India,12-08-2011,15-08-2011,-330.57,2,7.67
High,0.0200,37.94,5.08,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Jharkhand,Giridih,North,India,18-08-2011,19-08-2011,221.27,3,121.53
Medium,0.0100,4.98,4.62,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Uttar Pradesh,Ghosi,North,India,18-08-2011,18-08-2011,17.60,4,22.62
High,0.0800,21.38,8.99,Regular Air,Personel Usage,Processed Meat,Foie Gras,Small Pack,Uttar Pradesh,Ghosi,North,India,18-08-2011,20-08-2011,-135.16,3,63.45
High,0.0800,14.81,13.32,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Bihar,Jhanjharpur,North,India,19-08-2011,21-08-2011,-305.46,65,918.54
Not Specified,0.0500,7.99,5.03,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Medium Box,Uttar Pradesh,Faizabad,North,India,20-08-2011,20-08-2011,-238.75,19,129.38
Not Specified,0.0700,122.99,70.20,Delivery Truck,Stand Alone Restaurants,Preserved Food,Sundried Tomatoes,Jumbo Drum,Telangana,Warangal,South,India,20-08-2011,22-08-2011,-160.41,5,626.69
Medium,0.0600,55.99,1.25,Express Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Karnataka,Mysore,South,India,21-08-2011,23-08-2011,-15.37,20,952.26
Low,0.0200,14.34,5.00,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Shahjahanpur,North,India,21-08-2011,26-08-2011,63.74,6,92.37
High,0.0400,152.48,6.50,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Pune,West,India,23-08-2011,25-08-2011,802.17,22,3445.81
High,0.0800,5.58,5.30,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Jharkhand,Ranchi,North,India,23-08-2011,23-08-2011,-26.84,12,68.36
High,0.0001,1.14,0.70,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Jharkhand,Lohardaga,North,India,25-08-2011,27-08-2011,-69.09,2,2.66
High,0.0200,35.44,5.09,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Ghaziabad,North,India,26-08-2011,28-08-2011,389.07,43,1622.03
Medium,0.0800,125.99,5.26,Regular Air,Restaurant Chain,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,26-08-2011,27-08-2011,162.11,29,3085.78
High,0.0800,21.66,13.99,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Medium Box,Kerala,Malappuram,South,India,26-08-2011,28-08-2011,1248.89,13,267.92
High,0.0100,35.99,3.30,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Pack,Kerala,Malappuram,South,India,26-08-2011,28-08-2011,-46.76,20,623.88
High,0.0600,155.99,8.99,Regular Air,Hotels / Hospitals,Canned Foods,Quail Eggs,Small Box,Kerala,Malappuram,South,India,26-08-2011,27-08-2011,70.99,5,623.18
High,0.0500,218.75,69.64,Delivery Truck,Hotels / Hospitals,Preserved Food,Jams,Jumbo Box,Punjab,Patiala,West,India,26-08-2011,28-08-2011,-108.19,5,854.46
High,0.0900,7.77,9.23,Regular Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Madhya Pradesh,Jabalpur,West,India,26-08-2011,27-08-2011,-12.84,19,139.86
High,0.0700,15.14,4.53,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Madhya Pradesh,Jabalpur,West,India,26-08-2011,27-08-2011,-72.44,13,185.08
Low,0.0200,33.29,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Kota,West,India,28-08-2011,28-08-2011,371.02,3,97.88
Medium,0.0001,89.99,42.00,Delivery Truck,Hotels / Hospitals,Preserved Food,Sundried Tomatoes,Jumbo Drum,Maharashtra,Kalyan,West,India,29-08-2011,31-08-2011,-208.17,17,1625.11
High,0.1000,12.22,2.85,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Uttar Pradesh,Ghaziabad,North,India,30-08-2011,01-09-2011,-7.39,2,28.80
High,0.0700,55.98,5.15,Regular Air,Stand Alone Restaurants,Processed Meat,Smoked Salmon,Small Box,Uttar Pradesh,Hathras,North,India,30-08-2011,31-08-2011,86.80,15,843.39
High,0.0300,7.99,5.03,Regular Air,Stand Alone Restaurants,Canned Foods,Quail Eggs,Medium Box,Uttar Pradesh,Hathras,North,India,30-08-2011,31-08-2011,-140.65,8,56.82
High,0.0100,2.88,0.50,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Ghaziabad,North,India,31-08-2011,02-09-2011,43.37,67,191.93
High,0.0100,2.88,0.50,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Uttar Pradesh,Chandauli,North,India,31-08-2011,02-09-2011,33.60,17,48.70
High,0.0800,10.23,4.68,Regular Air,Personel Usage,Processed Meat,Pacific Squid,Small Pack,Chhattisgarh,Durg,North,India,31-08-2011,31-08-2011,-26.05,17,168.55
High,0.0500,1.98,4.77,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Uttar Pradesh,Jaunpur,North,India,01-09-2011,08-09-2011,-148.80,17,36.67
High,0.0500,3.14,1.92,Regular Air,Stand Alone Restaurants,Processed Meat,Pacific Squid,Wrap Bag,Kerala,Trivandrum,South,India,01-09-2011,01-09-2011,-26.12,19,59.24
Medium,0.0200,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Madhya Pradesh,Rewa,West,India,03-09-2011,04-09-2011,-270.48,13,1361.95
High,0.0500,8.74,8.29,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Andhra Pradesh,Machilipatnam,South,India,03-09-2011,05-09-2011,-32.35,3,28.46
High,0.0900,30.56,2.99,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,West Bengal,Medinipur,East,India,04-09-2011,06-09-2011,-188.60,5,139.05
Medium,0.0100,4.89,4.93,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Bihar,Aurangabad,North,India,05-09-2011,07-09-2011,-92.04,12,64.44
Not Specified,0.0200,20.24,6.67,Regular Air,Hotels / Hospitals,Preserved Food,Marmalade,Small Pack,Maharashtra,Palghar,West,India,05-09-2011,07-09-2011,-116.97,20,431.54
High,0.0900,4.71,0.70,Regular Air,Hotels / Hospitals,Processed Meat,Tuna,Wrap Bag,Maharashtra,Palghar,West,India,05-09-2011,08-09-2011,-125.97,12,54.83
Not Specified,0.0100,99.99,19.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Box,Maharashtra,Ramtek,West,India,06-09-2011,08-09-2011,199.73,9,917.73
High,0.0200,33.29,8.74,Regular Air,Hotels / Hospitals,Processed Meat,Fresh Water Eel,Small Box,Uttar Pradesh,Sambhal,North,India,06-09-2011,08-09-2011,2505.75,19,667.30
High,0.0700,7.64,1.39,Regular Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Gujarat,Surendranagar,West,India,07-09-2011,08-09-2011,91.34,18,132.37
High,0.0100,4.00,1.30,Regular Air,Restaurant Chain,Processed Meat,Smoked Salmon,Wrap Bag,West Bengal,Arambagh,East,India,07-09-2011,08-09-2011,-43.04,16,65.20
High,0.0500,12.88,4.59,Regular Air,Restaurant Chain,Processed Meat,Pacific Squid,Wrap Bag,West Bengal,Arambagh,East,India,07-09-2011,08-09-2011,150.40,16,211.52
High,0.0900,4.13,1.23,Regular Air,Restaurant Chain,Processed Meat,Foie Gras,Wrap Bag,Madhya Pradesh,Rewa,West,India,08-09-2011,10-09-2011,5.91,64,250.00
High,0.0300,5.18,5.74,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Maharashtra,Pune,West,India,09-09-2011,10-09-2011,313.01,14,74.34
Not Specified,0.0800,120.98,58.64,Delivery Truck,Restaurant Chain,Preserved Food,Pickle,Jumbo Box,Punjab,Faridkot,West,India,09-09-2011,12-09-2011,18.95,16,1878.12
High,0.0100,6.30,0.50,Regular Air,Restaurant Chain,Processed Meat,Oysters (Clam),Small Box,Punjab,Faridkot,West,India,09-09-2011,11-09-2011,145.90,4,26.95
Critical,0.0200,40.97,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Tamil Nadu,Sivaganga,South,India,10-09-2011,11-09-2011,378.16,13,548.06
High,0.0300,55.48,6.79,Express Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Telangana,Mahbubnagar,South,India,10-09-2011,12-09-2011,-47.84,15,821.92
High,0.0900,14.27,7.27,Express Air,Personel Usage,Processed Meat,Bacon,Small Box,Assam,Abhayapuri,East,India,12-09-2011,12-09-2011,-14.35,1,28.75
Not Specified,0.0600,6783.02,24.49,Regular Air,Personel Usage,Canned Foods,Sliced Pineapple,Large Box,Assam,Abhayapuri,East,India,12-09-2011,14-09-2011,-10263.66,2,9507.12
High,0.0001,8.14,3.12,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Assam,Abhayapuri,East,India,12-09-2011,13-09-2011,56.75,21,175.78
High,0.0200,4.54,5.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,13-09-2011,14-09-2011,-74.41,38,183.00
Critical,0.0200,28.48,8.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Rewa,West,India,13-09-2011,15-09-2011,-108.14,33,965.16
High,0.1000,5.40,7.78,Regular Air,Personel Usage,Processed Meat,Bacon,Small Box,Haryana,Faridabad,North,India,13-09-2011,14-09-2011,-151.47,10,53.11
High,0.0200,4.54,5.83,Regular Air,Restaurant Chain,Processed Meat,Bacon,Small Box,Bihar,Sheohar,North,India,13-09-2011,14-09-2011,-74.41,10,48.16
Critical,0.0200,28.48,8.99,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Pack,Bihar,Sheohar,North,India,13-09-2011,15-09-2011,-108.14,8,233.98
High,0.0600,48.58,3.99,Regular Air,Personel Usage,Processed Meat,Jelly Fish,Small Box,Punjab,Hoshiarpur,West,India,14-09-2011,16-09-2011,-250.35,21,960.75
Low,0.0001,499.99,24.49,Express Air,Restaurant Chain,Canned Foods,Wild Berry,Large Box,Andhra Pradesh,Nellore,South,India,15-09-2011,22-09-2011,-1312.84,21,10933.47
High,0.1000,6.68,6.92,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Small Box,Tamil Nadu,Sivaganga,South,India,17-09-2011,24-09-2011,-74.03,9,57.22
High,0.0600,9.90,1.39,Regular Air,Restaurant Chain,Processed Meat,Caviar,Small Box,Chhattisgarh,Korba,North,India,17-09-2011,18-09-2011,123.42,19,188.07
High,0.0600,3.85,0.70,Regular Air,Personel Usage,Processed Meat,Foie Gras,Wrap Bag,Rajasthan,Dausa,West,India,18-09-2011,22-09-2011,-222.50,5,19.71
Low,0.0100,22.24,1.99,Regular Air,Personel Usage,Canned Foods,Assorted Fruits,Small Pack,Rajasthan,Kota,West,India,18-09-2011,22-09-2011,17.81,16,366.37
Low,0.0400,54.74,14.83,Regular Air,Personel Usage,Preserved Food,Marmalade,Small Box,Rajasthan,Kota,West,India,18-09-2011,25-09-2011,-92.91,10,542.75
High,0.0200,48.58,3.99,Regular Air,Stand Alone Restaurants,Processed Meat,Jelly Fish,Small Box,Uttar Pradesh,Ghaziabad,North,India,19-09-2011,21-09-2011,299.35,40,1968.73
High,0.0100,78.69,19.99,Regular Air,Restaurant Chain,Preserved Food,Marmalade,Small Box,Madhya Pradesh,Rewa,West,India,19-09-2011,19-09-2011,1049.02,60,4850.76
High,0.0500,145.98,51.92,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Rewa,West,India,19-09-2011,21-09-2011,-310.95,27,4025.07
High,0.0200,48.58,54.11,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,Madhya Pradesh,Indore,West,India,19-09-2011,21-09-2011,-1348.06,15,745.86
High,0.0700,39.48,1.99,Regular Air,Hotels / Hospitals,Canned Foods,Assorted Fruits,Small Pack,Madhya Pradesh,Indore,West,India,19-09-2011,19-09-2011,269.27,15,561.76
Medium,0.0900,34.99,5.50,Regular Air,Restaurant Chain,Canned Foods,Assorted Fruits,Small Box,Andhra Pradesh,Srikakulam,South,India,19-09-2011,20-09-2011,169.15,13,432.95
High,0.1000,8.67,3.50,Express Air,Hotels / Hospitals,Processed Meat,Jelly Fish,Small Box,Kerala,Pathanamthitta,South,India,20-09-2011,21-09-2011,-11.88,17,147.50
Low,0.0100,146.05,80.20,Delivery Truck,Restaurant Chain,Preserved Food,Jams,Jumbo Box,Madhya Pradesh,Sagar,West,India,20-09-2011,24-09-2011,-1704.89,19,2839.31
Low,0.0100,100.98,26.22,Delivery Truck,Hotels / Hospitals,Preserved Food,Pickle,Jumbo Box,West Bengal,Murshidabad,East,India,21-09-2011,23-09-2011,226.63,10,1072.17
Not Specified,0.0800,499.99,24.49,Regular Air,Hotels / Hospitals,Canned Foods,Wild Berry,Large Box,Uttar Pradesh,Ghaziabad,North,India,23-09-2011,25-09-2011,-234.79,42,19706.00
High,0.0500,83.98,5.01,Regular Air,Stand Alone Restaurants,Processed Meat,Caviar,Small Box,Maharashtra,Sangli,West,India,23-09-2011,25-09-2011,647.92,11,939.02
Not Specified,0.0800,205.99,8.99,Regular Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Bihar,Khagaria,North,India,23-09-2011,24-09-2011,-174.78,22,3791.92
High,0.1000,35.89,14.72,Express Air,Hotels / Hospitals,Processed Meat,Caviar,Small Box,Tamil Nadu,Tenkasi,South,India,24-09-2011,25-09-2011,91.56,21,685.17
High,0.0300,2.08,1.49,Regular Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Tamil Nadu,Theni,South,India,24-09-2011,26-09-2011,-9.36,20,43.84
High,0.0900,4.00,1.30,Regular Air,Personel Usage,Processed Meat,Smoked Salmon,Wrap Bag,Uttar Pradesh,Ghaziabad,North,India,25-09-2011,29-09-2011,20.82,58,213.48
Low,0.0700,85.99,10.78,Express Air,Personel Usage,Canned Foods,Quail Eggs,Small Box,Uttar Pradesh,Ghaziabad,North,India,25-09-2011,25-09-2011,310.57,64,4504.21
High,0.1000,40.98,2.99,Express Air,Hotels / Hospitals,Processed Meat,Bacon,Small Box,Madhya Pradesh,Rewa,West,India,26-09-2011,27-09-2011,112.06,16,663.96
Low,0.0400,6.64,4.95,Regular Air,Stand Alone Restaurants,Preserved Food,Marmalade,Small Pack,Gujarat,Vadodara,West,India,26-09-2011,28-09-2011,14.57,3,22.77
High,0.1000,2.88,0.50,Regular Air,Personel Usage,Processed Meat,Oysters (Clam),Small Box,Madhya Pradesh,Dhar,West,India,26-09-2011,27-09-2011,374.99,17,46.50
